day,lane,company,contact_name,title,email,website,city,state,segment,project_signal,source_url
5,public,Steven Harris Architects,,,info@stevenharrisarchitects.com,stevenharrisarchitects.com,New York,NY,architect,info@stevenharrisarchitects.com — General email published on company website (source: https://www.stevenharrisarchitects.com/firm),https://www.stevenharrisarchitects.com/firm
2,public,Story Construction,,,info@storycon.com,storycon.com,Ames,IA,gc,Publishes info@storycon.com on own news page for commercial project inquiries,http://storycon.com/news/small-projects-group-completes-finishes-upgrades-for-mgmc-facilities-management-department/
3,public,"Stovall Construction, LLC",,,info@stovallconstruction.net,stovallconstruction.net,Wichita,KS,luxury_builder,info@stovallconstruction.net — Wichita custom home builder and remodeler serving the market since 1972; info@ published for inquiries (source: https://stovallconstruction.net/company_home_builder_construction.aspx),https://stovallconstruction.net/company_home_builder_construction.aspx
4,public,Straub Construction,,,info@straubconstruction.com,straubconstruction.com,Shawnee,KS,gc,"info@straubconstruction.com published on company contact page; GC since 1920, multifamily/commercial/institutional",https://www.straubconstruction.com/contact/
5,public,Strom Architecture,,,hello@stromarch.com,stromarch.com,West Fargo,ND,architect,hello@stromarch.com — Residential and custom-home architecture; hello@ published on company privacy page (source: https://stromarch.com/privacy-policy/),https://stromarch.com/privacy-policy/
1,public,StructureWorks,,,info@structureworkstn.com,structureworkstn.com,Knoxville,TN,gc,"info@structureworkstn.com — Published info@ inbox on company site; Knoxville GC, licensed & insured TN (source: https://structureworkstn.com/)",https://structureworkstn.com/
2,public,Structures Building Company,,,info@structures.net,structures.net,Mount Pleasant,SC,luxury_builder,info@structures.net — Charleston-area luxury custom home builder; Alair-affiliated with deep Lowcountry project portfolio (source: https://structures.net/contact/),https://structures.net/contact/
3,public,Studio MAYO Architects,,,info@studiomayo.com,studiomayo.com,Louisville,KY,architect,"info@studiomayo.com — Louisville full-service architecture, residential/commercial/sustainable (source: http://www.studiomayo.com/about-1)",http://www.studiomayo.com/about-1
4,public,Studio Southwest Architects,,,mail@studioswarch.com,studioswarch.com,Albuquerque,NM,architect,"mail@studioswarch.com — Albuquerque firm since 1984; ABQ BioPark Zoo Australia exhibit (3,500 sf + 12,000 sf) wrapping construction; added in-house civil engineering July 2024 (source: https://www.studioswarch.com/careers/)",https://www.studioswarch.com/careers/
5,public,Studio Talo Architecture,,,info@studiotalo.com,studiotalo.com,Evanston,IL,architect,info@studiotalo.com listed on official company page: https://StudioTalo.com/,https://StudioTalo.com/
6,public,Studio William Hefner,,,mbox@williamhefner.com,williamhefner.com,Los Angeles,CA,architect,mbox@williamhefner.com — https://williamhefner.com/contact/ (source: https://williamhefner.com),https://williamhefner.com
1,public,StudioJAED,,,info@studiojaed.com,studiojaed.com,Bear,DE,architect,info@studiojaed.com listed on official company page: https://studiojaed.com/contact-us,https://studiojaed.com/contact-us
2,public,StudioMET Architects,,,info@studiomet.com,studiomet.com,Houston,TX,architect,info@studiomet.com — Houston modern architecture firm; general email on own contact page (source: https://studiomet.com/contact/),https://studiomet.com/contact/
3,public,Suffix Architect,,,info@suffixarchitect.com,suffixarchitect.com,New York,NY,architect,info@suffixarchitect.com listed on official company page: https://www.suffixarchitect.com/about-us,https://www.suffixarchitect.com/about-us
5,public,Sunrise Construction of Oregon,,,contact@sunriseoregon.com,sunriseoregon.com,Redmond,OR,luxury_builder,Central Oregon luxury builder; contact@sunriseoregon.com on official site,https://sunriseoregon.com/
6,public,Swank Enterprises,,,info@swankenterprises.com,swankenterprises.com,Kalispell,MT,gc,"Employee-owned MT GC since 1960, offices in Kalispell/Valier/Missoula/Billings; 'contact us state-wide at info@swankenterprises.com'",https://www.swankenterprises.com/contact
1,public,Sweenor Builders,,,info@sweenorbuilders.com,sweenorbuilders.com,Wakefield,RI,luxury_builder,info@sweenorbuilders.com — General email published on company website (source: https://sweenorbuilders.com/schedule_consultation/),https://sweenorbuilders.com/schedule_consultation/
2,public,Sweet Sparkman,,,info@sweetsparkman.com,sweetsparkman.com,Sarasota,FL,architect,info@sweetsparkman.com published on firm's own website; Sarasota architecture + interiors firm,https://sweetsparkman.com/firm-news/shane-lamay-aia-ncarb-named-partner-at-sweet-sparkman-architecture-interiors/
3,public,TETER Architects + Engineers,,,marketing@teterae.com,teterae.com,Fresno,CA,architect,"marketing@teterae.com — Largest A&E firm in the San Joaquin Valley; offices in Fresno/Bakersfield/Visalia/Modesto; K-12, healthcare, energy, municipal sectors (source: https://teterae.com/contact-us/)",https://teterae.com/contact-us/
4,public,TNDC,,,info@tndc.org,tndc.org,San Francisco,CA,developer,info@tndc.org listed on official company page: https://www.tndc.org/contact,https://www.tndc.org/contact
5,public,TPH Architects,,,contact@tpharch.com,tpharchitects.com,Modesto,CA,architect,contact@tpharch.com — General email visibly published on own contact page; Modesto firm (Timothy P. Huff & Associates Inc.) (source: https://tpharchitects.com/contact/),https://tpharchitects.com/contact/
6,public,"TR,i Architects",,,info@triarchitects.com,triarchitects.com,St. Louis,MO,architect,info@triarchitects.com — St. Louis architecture firm; info@ published on company contact page (source: https://www.triarchitects.com/contact-us/information/),https://www.triarchitects.com/contact-us/information/
1,public,TSP Inc.,,,info@teamtsp.com,teamtsp.com,Sioux Falls,SD,architect,"info@teamtsp.com — Multi-office A/E firm (Sioux Falls, Rochester, Marshall, Watertown); info@ published on company privacy page (source: https://teamtsp.com/privacy/)",https://teamtsp.com/privacy/
2,public,Taiba General Contracting Inc,,,Taibageneralinc@gmail.com,taibageneralcontracting.com,Queens,NY,gc,Taibageneralinc@gmail.com — GC serving Queens/Brooklyn/Manhattan/Long Island; residential & commercial renovations (source: https://www.taibageneralcontracting.com),https://www.taibageneralcontracting.com
3,public,Ten Seventy Architecture,,,info@1070architecture.com,tenseventyarchitecture.com,San Diego,CA,architect,info@1070architecture.com published on website pages,https://www.tenseventyarchitecture.com/in/commercial-architects-san-diego-ca
4,public,Tevebaugh Architecture,,,info@tevebaugh.com,tevebaugh.com,Wilmington,DE,architect,info@tevebaugh.com listed on official company page: https://tevebaugh.com/tevebaugh-full-time-part-time-opportunities/,https://tevebaugh.com/tevebaugh-full-time-part-time-opportunities/
5,public,Texas Construction Company,,,info@txconstruct.com,txconstruct.com,Austin,TX,gc,info@txconstruct.com — Austin general contractor; general email on own privacy page (source: https://txconstruct.com/privacy-policy/),https://txconstruct.com/privacy-policy/
6,public,The ADU Pro,,,info@theadupro.com,theadupro.com,San Bernardino,CA,gc,info@theadupro.com — Design-build ADU contractor; Chino CA office; CSLB #1128679; serves San Bernardino/Riverside/Ontario; published contact email on company site (source: https://theadupro.com/get-a-quote),https://theadupro.com/get-a-quote
1,public,The Alexander Company,,,info@alexandercompany.com,alexandercompany.com,Madison,WI,developer,info@alexandercompany.com listed on official company page: https://alexandercompany.com/contact/,https://alexandercompany.com/contact/
3,public,The RSP Companies,,,info@rspcompanies.com,rspcompanies.com,Manhattan,NY,developer,info@rspcompanies.com published on rspcompanies.com contact page,http://www.rspcompanies.com/contact.html
4,public,The San Diego Construction Company,,,info@thesdcc.com,thesdcc.com,San Diego,CA,gc,info@thesdcc.com listed on official company page: https://thesdcc.com/,https://thesdcc.com/
6,public,Thomas Homes,,,info@thomashomes.com,thomashomes.com,Fort Lauderdale,FL,luxury_builder,Weston/Fort Lauderdale luxury custom builder; $2M-$20M projects; Robby Thomas President; info@thomashomes.com on own site terms page,https://thomashomes.com/terms-and-conditions/
1,public,Thompson Custom Homes,,,help@thompsoncustomhomes.com,thompsoncustomhomes.com,Houston,TX,luxury_builder,help@thompsoncustomhomes.com — Houston custom home builder; general email published on own contact page (source: https://thompsoncustomhomes.com/contact),https://thompsoncustomhomes.com/contact
2,public,Thurman Construction,,,info@builtbythurman.com,builtbythurman.com,Sioux Falls,SD,luxury_builder,info@builtbythurman.com — Sioux Falls custom new-home builder and lot developer; info@ in company footer (source: https://builtbythurman.com/homes-%26-lots-for-sale),https://builtbythurman.com/homes-%26-lots-for-sale
3,public,Timmons Group,,,info@timmons.com,timmons.com,Richmond,VA,architect,info@timmons.com — General email on company's own letterhead; Richmond civil engineering firm (source: https://meetings.cvilledata.org/meetings/albemarle/1273220-board-of-supervisors-regular-second-meeting-2026-01-21/attachments/15075192-Letter to Lienholder.pdf),https://meetings.cvilledata.org/meetings/albemarle/1273220-board-of-supervisors-regular-second-meeting-2026-01-21/attachments/15075192-Letter to Lienholder.pdf
4,public,Traction Architecture,,,info@tractionarchitecture.com,tractionarchitecture.com,Tampa,FL,architect,"info@tractionarchitecture.com — Tampa Bay architecture practice, design through construction administration; info@ published on its own hiring page (source: https://www.tractionarchitecture.com/hiring)",https://www.tractionarchitecture.com/hiring
5,public,Trademark Homes,,,info@trademark-homes.com,trademark-homes.com,Sioux Falls,SD,luxury_builder,info@trademark-homes.com — Sioux Falls luxury custom home builder (20+ years); info@ published on company contact page (source: https://trademark-homes.com/meet-us/),https://trademark-homes.com/meet-us/
1,public,Trice Construction Company,,,info@triceconstruction.com,triceconstruction.com,Chicago,IL,gc,info@triceconstruction.com listed on official company page: https://www.triceconstruction.com,https://www.triceconstruction.com
2,public,Trinity Custom Homes,,,info@trinitysrq.com,sarasotacustomhomebuilder.com,Sarasota,FL,luxury_builder,info@trinitysrq.com — General contact email published on company contact page (source: https://sarasotacustomhomebuilder.com/contact-us/),https://sarasotacustomhomebuilder.com/contact-us/
3,public,Trivers,,,contact@trivers.com,trivers.com,St. Louis,MO,architect,contact@trivers.com — 50-year-old St. Louis architecture firm; contact@ published on company contact page (source: https://trivers.com/contact/),https://trivers.com/contact/
4,public,True North Custom Homes,,,info@TrueNorthLincoln.com,truenorthlincoln.com,Lincoln,NE,luxury_builder,info@TrueNorthLincoln.com — Lincoln custom home builder; info@ published as primary build-your-home contact (source: http://www.truenorthlincoln.com/),http://www.truenorthlincoln.com/
5,public,True North Homes,,,info@tnhok.com,tnhok.com,Tulsa,OK,luxury_builder,info@tnhok.com listed on official company page: https://tnhok.com/contact-us/,https://tnhok.com/contact-us/
6,public,TruexCullins,,,info@truexcullins.com,truexcullins.com,Burlington,VT,architect,Lists info@truexcullins.com on contact page,https://truexcullins.com/contact/
1,public,Tundra Homes,David Gydosh,President,homes@tundrahomes.com,tundrahomes.com,Cape Coral,FL,luxury_builder,homes@tundrahomes.com — Cape Coral family custom home builder since 1988; certified green building agents; luxury floor plans up to $2M (source: https://www.tundrahomes.com/),https://www.tundrahomes.com/
2,public,Tymoff+Moss Architects,,,info@tmarchitects.com,tmarchitects.com,Norfolk,VA,architect,Contact page publishes info@tmarchitects.com,https://www.tmarchitects.com/contact/
3,public,USModular,,,info@usmodularinc.com,usmodularinc.com,San Bernardino,CA,gc,"info@usmodularinc.com — Prefabricated ADU builder with 100+ ADUs completed, in permitting, or under construction in Southern California including San Bernardino; $40,000 CalHFA ADU grant program; exact general email visibly published on own-site page (source: https://www.usmodularinc.com/40000-grant-available-for-an-adu-in-san-bernardino-built-by-usmodular/)",https://www.usmodularinc.com/40000-grant-available-for-an-adu-in-san-bernardino-built-by-usmodular/
4,public,Ulysses Development Group,,,info@ulyssesdevelopment.com,ulyssesdevelopment.com,Denver,CO,developer,Denver developer; info@ulyssesdevelopment.com on careers page,https://ulyssesdevelopment.com/careers/
5,public,Unger Construction,,,info@ungerconstruction.com,ungerconstruction.com,Sacramento,CA,gc,"Full-service GC est. 1927; info@ungerconstruction.com published in site footer (910 X Street, Sacramento)",https://www.ungerconstruction.com/
6,public,Union,,,info@unionstudioarch.com,unionstudioarch.com,Providence,RI,architect,Lists info@unionstudioarch.com on contact page,https://unionstudioarch.com/contact/
1,public,Urban Infill Corporation,"Robert ""Chris"" Vail",Founder,info@urbaninfillco.com,urbaninfillco.com,Pensacola,FL,luxury_builder,"info@urbaninfillco.com — Pensacola custom builder specializing in ICF construction, piling homes, and termite restoration (source: https://urbaninfillco.com/about-us-page)",https://urbaninfillco.com/about-us-page
3,public,VanderHorn Architects,,,info@vanderhornarchitects.com,vanderhornarchitects.com,Greenwich,CT,architect,info@vanderhornarchitects.com listed on official company page: https://vanderhornarchitects.com/the-firm/contact,https://vanderhornarchitects.com/the-firm/contact
5,public,Visbeen Architects,,,info@visbeen.com,visbeen.com,Grand Rapids,MI,architect,info@visbeen.com — Grand Rapids residential architecture and design firm (source: http://www.visbeen.com/contact),http://www.visbeen.com/contact
6,public,W.E. Lyons,,,info@welyons.com,welyons.com,Walnut Creek,CA,gc,info@welyons.com listed on official company page: https://welyons.com/,https://welyons.com/
1,public,WGM Design,,,wgm@wgmdesign.com,wgmdesign.com,Charlotte,NC,architect,"wgm@wgmdesign.com published in site footer; Charlotte architecture, planning and interior design firm (est. 1988), 11 active Procore projects",https://wgmdesign.com/default-3/
2,public,WRNS Studio,,,info@wrnsstudio.com,wrnsstudio.com,San Francisco,CA,architect,info@wrnsstudio.com listed on official company page: https://wrnsstudio.com/privacy-legal/,https://wrnsstudio.com/privacy-legal/
4,public,WXY architecture + urban design,,,office@wxystudio.com,wxystudio.com,New York,NY,architect,office@wxystudio.com — Manhattan architecture + urban design firm (Claire Weisz Architects LLP); contact published in site footer (source: https://www.wxystudio.com/projects/the_peninsula_mixed-use_campus/),https://www.wxystudio.com/projects/the_peninsula_mixed-use_campus/
5,public,Waechter Architecture,,,info@waechterarchitecture.com,waechterarchitecture.com,Portland,OR,architect,"info@waechterarchitecture.com — Award-winning Portland firm; active civic, hospitality, residential work (source: https://waechterarchitecture.com/Ben-Waechter)",https://waechterarchitecture.com/Ben-Waechter
6,public,Walker Macy,,,info@walkermacy.com,walkermacy.com,Portland,OR,architect,"info@walkermacy.com — Woman-owned Portland and Seattle landscape architecture, urban design and planning firm; parks, waterfronts, civic and cultural landscapes (source: https://www.walkermacy.com/firm/contact/)",https://www.walkermacy.com/firm/contact/
1,public,Walker Workshop,,,info@walkerworkshop.com,walkerworkshop.com,Los Angeles,CA,architect,info@walkerworkshop.com — https://www.walkerworkshop.com/info-contact (source: https://www.walkerworkshop.com/),https://www.walkerworkshop.com/
2,public,Warrenstreet Architects,,,info@warrenstreet.coop,warrenstreet.coop,Concord,NH,architect,Lists info@warrenstreet.coop on contact page,http://warrenstreet.coop/contact/
3,public,Weber Thompson,,,info@weberthompson.com,weberthompson.com,Seattle,WA,architect,info@weberthompson.com published on contact page,https://www.weberthompson.com/contact/
4,public,"Wehr Constructors, Inc.",,,info@wehrconstructors.com,wehrconstructors.com,Louisville,KY,gc,"Own locations page lists Email Inquiries: info@wehrconstructors.com; 2026 company showcase video documents completed $150M, 193,000-SF UofL Health West Tower",https://www.youtube.com/watch?v=1oob-P_caNA
5,public,Wentworth,,,info@wentworthstudio.com,wentworthstudio.com,Chevy Chase,MD,architect,Privacy page on company site publishes info@wentworthstudio.com; luxury design-build architecture,https://www.wentworthstudio.com/wentworth-privacy-policy/
6,public,West Village GC,,,info@westvillagegc.com,westvillagegc.com,New York,NY,gc,info@westvillagegc.com listed on official company page: https://www.westvillagegc.com/contact/,https://www.westvillagegc.com/contact/
1,public,WestEast Design Group,,,info@westeastdesign.com,westeastdesign.com,San Antonio,TX,architect,info@westeastdesign.com — Own site features Texas A&M–San Antonio campus projects; contact page publishes general email (source: http://westeastdesign.com/contact),http://westeastdesign.com/contact
2,public,Wiedmann-Zelig Group,,,info@wiedmannzelig.com,wiedmannzelig.com,Philadelphia,PA,architect,info@wiedmannzelig.com listed on official company page: http://wiedmannzelig.com/ventana.html,http://wiedmannzelig.com/ventana.html
3,public,Wildman Chalmers Design,,,info@wildmanchalmers.com,wildmanchalmers.com,Pittsburgh,PA,architect,info@wildmanchalmers.com — info@ published on contact page (source: https://www.wildmanchalmers.com/contact),https://www.wildmanchalmers.com/contact
4,public,Winn Design + Build,,,info@winndesign.com,winndesign.com,McLean,VA,luxury_builder,info@winndesign.com — General email on company contact page; design-build remodeler serving McLean area (source: https://winndesign.com/contact/),https://winndesign.com/contact/
5,public,Winn Wittman Architecture,,,info@winnwittman.com,winnwittman.com,Austin,TX,architect,info@winnwittman.com — Austin architecture firm; general email on own contact page (source: https://winnwittman.com/contact),https://winnwittman.com/contact
1,public,Wold Architects & Engineers,,,mail@woldae.com,woldae.com,Minneapolis,MN,architect,mail@woldae.com published on Minneapolis office page,https://www.woldae.com/locations/minnesota-architecture-firms
2,public,Woodhouse Tinucci Architects,,,office@woodtinarch.com,woodtinarch.com,Chicago,IL,architect,office@woodtinarch.com listed on official company page: https://www.woodtinarch.com/contact,https://www.woodtinarch.com/contact
3,public,XTEN Architecture,,,info@xtenarchitecture.com,xtenarchitecture.com,Los Angeles,CA,architect,info@xtenarchitecture.com listed on official company page: https://www.xtenarchitecture.com/contact-1,https://www.xtenarchitecture.com/contact-1
4,public,Yancey Company,,,info@yanceycompany.com,yanceycompany.com,Sacramento,CA,gc,info@yanceycompany.com listed on official company page: https://www.yanceycompany.com/why-choose-yancey/,https://www.yanceycompany.com/why-choose-yancey/
5,public,ZGF Architects,,,info@zgf.com,zgf.com,Portland,OR,architect,"info@zgf.com — Portland-founded architecture, interiors and urban planning firm; 750 staff across North America; Portland International Airport Main Terminal; AIA Architecture Firm Award (source: http://www.zgf.com/contact)",http://www.zgf.com/contact
6,public,Zerr Berg Architects,,,info@zbarch.com,zerrbergarchitects.com,Fargo,ND,architect,Full-service Fargo architecture firm; info@zbarch.com published in Contact footer on company site,https://zerrbergarchitects.com/north-dakota-state-laboratory-breaks-ground/
1,public,Ziga Architecture Studio,,,info@studioziga.com,studioziga.com,Austin,TX,architect,info@studioziga.com — San Antonio and Austin architecture/interiors firm; general email on own contact page (source: https://www.studioziga.com/contact-us),https://www.studioziga.com/contact-us
2,public,architect WORKSHOP,,,info@architectworkshop.net,architectworkshop.net,Nashville,TN,architect,info@architectworkshop.net listed on official company page: https://www.architectworkshop.net/,https://www.architectworkshop.net/
3,public,bDot Architecture,,,info@bdota.com,bdota.com,Birmingham,AL,architect,info@bdota.com — Birmingham award-winning architecture + interiors studio (source: https://www.bdota.com/),https://www.bdota.com/
4,public,dSPACE Studio,,,info@dspacestudio.com,dspacestudio.com,Chicago,IL,architect,info@dspacestudio.com listed on official company page: https://www.dspacestudio.com/privacypolicy,https://www.dspacestudio.com/privacypolicy
5,public,gbArchitecture,,,contact@gbarchitecture.com,gbarchitecture.com,Burlington,VT,architect,Lists contact@gbarchitecture.com on contact page,https://www.gbarchitecture.com/contact
6,public,kcs ARCHITECTS,,,info@kcs-architects.com,kcs-architects.com,Keene,NH,architect,Lists info@kcs-architects.com on services page,https://www.kcs-architects.com/services
1,public,nARCHITECTS,,,n@narchitects.com,narchitects.com,Brooklyn,NY,architect,Directs new project and general inquiries to n@narchitects.com on contact page,https://narchitects.com/contact/
2,public,site design group,,,hello@site-design.com,site-design.com,Chicago,IL,architect,hello@site-design.com listed on official company page: https://www.site-design.com/contact/,https://www.site-design.com/contact/
3,public,structure.,,,info@structurecustomhomes.com,structurecustomhomes.com,North Bethesda,MD,luxury_builder,Company site publishes info@structurecustomhomes.com; luxury custom home builder in North Bethesda,https://www.structurecustomhomes.com
4,public,studio M MERGE,,,info@studiommerge.com,studiommerge.com,Oakland,CA,architect,info@studiommerge.com listed on official company page: https://studiommerge.com/about-studio-m-merge/andrea-sessa-landscape-architect-studio-m-merge-founder/,https://studiommerge.com/about-studio-m-merge/andrea-sessa-landscape-architect-studio-m-merge-founder/
